,Category,Title,Date,Time,Location,City
1504,Ausstellungen,VON CASPAR DAVID FRIEDRICH BIS EDVARD MUNCH. DIE HIGHLIGHTS DER SAMMLUNG IM DRäGERHAUS,10.10.2024,10:00 - 17:00 Uhr,Museum Behnhaus Drägerhaus,Lübeck
1505,sonstige Seminare & Kurse,VON CASPAR DAVID FRIEDRICH BIS EDVARD MUNCH. DIE HIGHLIGHTS DER SAMMLUNG IM DRäGERHAUS,10.10.2024,10:00 Uhr,Museum Behnhaus Drägerhaus,Lübeck
1506,N/A,N/A,N/A,N/A,N/A,N/A
1507,sonstige Ausflüge & Führungen,VON MOKKA NACH MELDORF - DAS ABENTEUERLICHE LEBEN DES CARSTEN NIEBUHRS,10.10.2024,10:00 Uhr,Treffpunkt: Tourist-Information Meldorf,Meldorf
1508,sonstige Ausflüge & Führungen,"WATTFüHRUNG ""SMALL FIVE""",10.10.2024,10:00 Uhr,Treffpunkt: Gerhard-Dreeßen-Hus,Westerdeichstrich
1509,sonstige Ausflüge & Führungen,WATTWANDERUNG IN BüSUM: WELTNATURERBE WATTENMEER,10.10.2024,10:00 Uhr,Treffpunkt: Leuchtturm Büsum,Büsum
1510,sonstige Ausflüge & Führungen,WATTWANDERUNG VOR DEM SPEICHERKOOG,10.10.2024,10:00 - 12:00 Uhr,Treffpunkt: NABU-Nationalparkhaus Wattwurm,Meldorf
1511,Familie & Kinder,ZUHöR-STRANDKORB,10.10.2024,10:00 - 12:00 Uhr,Strandhaus Terrasse,Grömitz
1512,Ausstellungen,»DIE BLECHTROMMEL«,10.10.2024,10:00 - 17:00 Uhr,Günter Grass-Haus,Lübeck
1513,Ausstellungen,»GRASS TANZBAR«,10.10.2024,10:00 - 17:00 Uhr,Günter Grass-Haus,Lübeck
1514,N/A,ERLEBE EINE FüHRUNG RUND UM DAS KULTUR GUT HASSELBURG,10.10.2024,10:30 - 11:15 Uhr,Kultur Gut Hasselburg,Neustadt in Holstein
1515,Führung,"FüHRUNG HAUS OLESEN IM FRIESEN-MUSEUM ""SO LEBTEN DIE FöHRER FRüHER""",10.10.2024,10:30 Uhr,Dr.-Carl-Häberlin-Friesen-Museum,Wyk
1516,(Stadt)führungen,GRASWARDER FüHRUNG,10.10.2024,10:30 Uhr,Infozentrum Graswarder,Heiligenhafen
1517,N/A,N/A,N/A,N/A,N/A,N/A
1518,"Familie / Kinder, Führung, Outdoor, Wattwanderung",GROẞE WATTWANDERUNG VON HALLIG HOOGE ZUM JAPSAND,10.10.2024,10:30 - 14:30 Uhr,"Deichabgang Lorenzwarft / Volkertswarft, 25859 Hooge",Hallig Hooge
1519,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFAHRT MIT DEM FRIESENEXPRESS FöHR,10.10.2024,10:30 Uhr,"Fähranleger 3, Hafen",Wyk
1520,sonstige Ausflüge & Führungen,MS HANSA | TRAVEFAHRT VON LüBECK NACH TRAVEMüNDE,10.10.2024,10:30 Uhr,Anleger Hansekai,Lübeck
1521,sonstige Ausflüge & Führungen,MUSEUMSFüHRUNG - MUSEUM AM MEER,10.10.2024,10:30 - 11:30 Uhr,Museum am Meer,Büsum
1522,Sonstiges,ÖFFENTLICHE STADTFüHRUNG | 10:30 UHR,10.10.2024,10:30 - 12:00 Uhr,Treffpunkt: Tourist-Information am Holstentor,Lübeck
1523,N/A,SAIL & BIKE | NACH BOLTENHAGEN,10.10.2024,10:30 - 16:30 Uhr,ab / an: Passathafen Travemünde,Travemünde
1524,"Familie & Kinder, Familie / Kinder, Führung, Nationalpark & Wattenmeer, Outdoor, Wattwanderung, Wattwanderungen",WATTWANDERUNG IN BüSUM: WELTNATURERBE WATTENMEER,10.10.2024,10:30 - 12:30 Uhr,"Deich vor dem Büsumer Leuchtturm, 25761 Büsum",Büsum
1525,sonstige Ausflüge & Führungen,WATTWANDERUNG IN BüSUM: WELTNATURERBE WATTENMEER,10.10.2024,10:30 Uhr,Treffpunkt: Leuchtturm Büsum,Büsum
1526,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFöHRFAHRTEN MIT TRECKER UND PLANWAGEN: DE URIGE FöHRTOUR,10.10.2024,10:45 Uhr,"Busfahrten Korf, Reedereigebäude, Hafen",Wyk
1527,"Familie / Kinder, Führung, Outdoor, Wattwanderung",KURZE WATTWANDERUNG IM NORDWATT VON HALLIG LANGENEẞ (MAYENSWARF),10.10.2024,10:45 - 12:45 Uhr,"Watteinstiegsstelle, Mayenswarf, 25863 Langeneß",Hallig Langeneß
1528,N/A,N/A,N/A,N/A,N/A,N/A
1529,Familie & Kinder,"""LA NORIA GIGANTE""",10.10.2024,11:00 - 21:00 Uhr,"Nordstrand, Grünfläche zwischen dem Restaurant Falkenthal",Grömitz
1530,sonstige Seminare & Kurse,"AUSSTELLUNG ""LANDSCHAFT UND LICHT""",10.10.2024,11:00 - 17:00 Uhr,Museum Eckernförde,Eckernförde
1531,sonstige Seminare & Kurse,AUSSTELLUNG URLAUBSORT - TATORT - DREHORT!,10.10.2024,11:00 Uhr,Trinkkurhalle,Timmendorfer Strand
1532,Sonstiges,BESICHTIGUNG DER VIERMASTBARK PASSAT,10.10.2024,11:00 - 16:30 Uhr,Viermastbark Passat,Travemünde
1533,Ausstellungen,BUDDENBROOKS IM BEHNHAUS,10.10.2024,11:00 - 18:00 Uhr,Museum Behnhaus Drägerhaus,Lübeck
1534,sonstige Seminare & Kurse,BUDDENBROOKS IM BEHNHAUS,10.10.2024,11:00 Uhr,Museum Behnhaus Drägerhaus,Lübeck
1535,"Sport, Spiel und Wellness",ERLEBNIS BOGENSCHIEẞEN – EINFACH MAL DURCHATMEN UND LOSLASSEN,10.10.2024,11:00 - 17:00 Uhr,Bogenschießanlage,Wyk
1536,"Familie & Kinder, Kinder, Sport, Spiel und Wellness","FöHRER ADVENTURE GOLF & CARRERA BAHN – DER FREIZEITSPAẞ FüR ""JUNG & ALT""",10.10.2024,11:00 - 17:00 Uhr,"Föhrer Adventure Golf & Maislabyrinth, Feld 2 (auf dem Bauernhof)",Borgsum
1537,Natur,FüHRUNG DURCH DAS KAPITäNSDORF NEBEL,10.10.2024,11:00 Uhr,Haus des Gastes,Nebel
1538,Ausstellungen,GALERIE ANJA ES: KUNST!,10.10.2024,11:00 - 17:00 Uhr,Galerie Anja Es in der Alten Vogtei | Beletage,Travemünde
1539,N/A,N/A,N/A,N/A,N/A,N/A
1540,Sonstiges,KLASSISCHE STADTFüHRUNG: DIE SCHöNSTEN SEHENSWüRDIGKEITEN,10.10.2024,11:00 - 12:30 Uhr,am Holstentor auf Seite der Grünanlage,Lübeck
1541,"Familie & Kinder, Familie / Kinder, Führung, Nationalpark & Wattenmeer, Naturkunde, Outdoor, Wattwanderung, Wattwanderungen",KLEINE WATTWANDERUNG MIT START FUHLEHöRN AUF NORDSTRAND,10.10.2024,11:00 - 12:30 Uhr,"Strandabgang Fuhlehörn, Westen 93, 25845 Nordstrand",Nordstrand
1542,Ausstellungen,KUNSTPAVILLON TRAVEMüNDE,10.10.2024,11:00 - 17:00 Uhr,Kunstpavillon Travemünde,Travemünde
1543,sonstige Seminare & Kurse,MIT OFFENEN AUGEN - MALEREI VON CAROLIN BEYER,10.10.2024,11:00 - 14:00 Uhr,Galerie 11,Itzehoe
1544,Sonstiges,MS HANSE | TRAVEFAHRT VON TRAVEMüNDE NACH LüBECK,10.10.2024,11:00 - 12:30 Uhr,Liegeplatz: Kaiserbrücke,Travemünde
1545,(Stadt)führungen,ÖFFENTLICHE STADTFüHRUNG - KOMPAKT,10.10.2024,11:00 - 12:00 Uhr,Eulenspiegel-Brunnen,Mölln
1546,Sonstiges,ÖFFENTLICHE STADTFüHRUNG | 11 UHR,10.10.2024,11:00 - 13:00 Uhr,Treffpunkt: Tourist-Information am Holstentor,Lübeck
1547,"Brauchtum / Tradition, Führung, Kulinarisch, Sonstiges, Tradition","RUMMELPOTT: KULINARISCH-FEINE FüHRUNG DURCH WYK
– TRADITIONEN BEI ""FRIESENS"" –",10.10.2024,11:00 Uhr,Wyker Stadtsäule,Wyk
1548,N/A,SAIL & BIKE | NACH NEUSTADT,10.10.2024,11:00 - 17:00 Uhr,ab / an: Kleiner Fährplatz,Travemünde
1549,N/A,SAIL & WALK,10.10.2024,11:00 - 17:00 Uhr,ab / an: Kleiner Fährplatz,Travemünde
1550,N/A,N/A,N/A,N/A,N/A,N/A
1551,Kinder,SCHATZSUCHE AM STRAND,10.10.2024,11:00 Uhr,"Strandübergang ""Lollypop""",Norddorf auf Amrum
1552,Ausstellungen,SEEBADMUSEUM TRAVEMüNDE,10.10.2024,11:00 - 17:00 Uhr,Gesellschaftshaus Travemünde,Travemünde
1553,Segeln & Yachting,SEGELTöRNS IN DIE LüBECKER BUCHT | VORMITTAGS,10.10.2024,11:00 - 14:00 Uhr,ab / an: Fischereihafen Travemünde oder BÖBS-Werft,Travemünde
1554,Ausstellungen,"THOMAS MANNS ""DER ZAUBERBERG""",10.10.2024,11:00 - 18:00 Uhr,St. Annen-Museum,Lübeck
1555,sonstige Seminare & Kurse,TILL WARWAS – VORSTELLUNG UND WIRKLICHKEIT,10.10.2024,11:00 - 17:00 Uhr,Schloss Ahrensburg,Ahrensburg
1556,sonstige Sportveranstaltungen,TREFFEN FüR DAS SKANDINAVISCHE HOLZWURFSPIEL MöLKKY,10.10.2024,11:00 Uhr,Strandhaus,Grömitz
1557,sonstige Ausflüge & Führungen,WATTWANDERUNG IN BüSUM: WELTNATURERBE WATTENMEER,10.10.2024,11:00 Uhr,Treffpunkt: Leuchtturm Büsum,Büsum
1558,"Familie / Kinder, Führung, Outdoor, Wattwanderung",WATTWANDERUNG ZUM GROẞEN PRIEL SüDLICH VON PELLWORM,10.10.2024,11:00 - 14:00 Uhr,"Abgangsstelle Süderoog, 25849 Pellworm",Pellworm
1559,sonstige Ausflüge & Führungen,SCHIFFFAHRT MIT DER MS NORDLICHT: INSEL FEHMARN,10.10.2024,11:10 - 18:15 Uhr,Seebrücke Kellenhusen,Kellenhusen
1560,"FÖHRgreen Erlebnis, Natur, Wattwanderung","FÄLLT LEIDER AUS !!!
KLEINE WATTWANDERUNG AUF FöHR",10.10.2024,11:15 Uhr,"Ende Strandstraße, beim öffentlichen Toilettenhaus",Wyk
1561,N/A,N/A,N/A,N/A,N/A,N/A
1562,Sonstiges,"""MIAN'S BASTELSTUNDE FüR KINDER AB 4 JAHREN""",10.10.2024,11:30 - 13:00 Uhr,Strandhaus,Grömitz
1563,"FÖHRgreen Erlebnis, Natur, Wattwanderung","FÄLLT LEIDER AUS !!!
WATTFüHRUNG FüR KINDER: WERDE ZUM ECHTEN WATTPIRATEN",10.10.2024,11:30 Uhr,"Ende Strandstraße, beim öffentlichen Toilettenhaus",Wyk
1564,N/A,RADTOUR RUND UM TRAVEMüNDE,10.10.2024,11:30 - 13:30 Uhr,"Treffpunkt: St.-Lorenz Kirchplatz, am Brunnen",Travemünde
1565,"Wattwanderung, Wattwanderungen",WATTWANDERUNG ZUR HALLIG OLAND UND MIT DEM SCHIFF ZURüCK,10.10.2024,11:30 - 17:30 Uhr,"Strandparkplatz, Am Badedeich 11",Dagebüll
1566,sonstige Seminare & Kurse,"""VON FREUNDEN UND WEGBEGLEITERN"" JUBILäUMSAUSSTELLUNG DES MALERS FRIEDEL ANDERSON",10.10.2024,12:00 - 17:00 Uhr,Kreismuseum Prinzeßhof,Itzehoe
1567,Ausstellungen,GALERIE DIEKUNSTWERKERIN,10.10.2024,12:00 - 17:00 Uhr,Galerie dieKUNSTWERKerin Ninette Mathiessen,Travemünde
1568,sonstige Seminare & Kurse,GALERIE DIEKUNSTWERKERIN,10.10.2024,12:00 Uhr,dieKUNSTWERKerin,Travemünde
1569,"Familie & Kinder, Kinder, Natur, Sport, Spiel und Wellness",HINRICHSENS FARM FREUT SICH AUF EUCH,10.10.2024,12:00 - 18:00 Uhr,Hinrichsen´s Familien Farm,Dunsum
1570,"Ausflüge, Kinder, Natur",KLEINE WATTFüHRUNG,10.10.2024,12:00 Uhr,Wiese am Fähranleger,Wittdün auf Amrum
1571,"Familie / Kinder, Führung, Outdoor, Wattwanderung",KLEINE WATTFüHRUNG AUF AMRUM,10.10.2024,12:00 - 14:00 Uhr,"Wittdün, Wiese am Fähranleger",Wittdün
1572,N/A,N/A,N/A,N/A,N/A,N/A
1573,"Familie / Kinder, Führung, Outdoor, Schiffstour",SEETIERFANGFAHRT ZU DEN SEEHUNDSBäNKEN AB HAFEN HöRNUM,10.10.2024,12:00 - 13:30 Uhr,"Hafenstraße, 25997 Hörnum",Hörnum / Sylt
1574,sonstige Seminare & Kurse,SEGEBERGER BüRGERHAUS,10.10.2024,12:00 - 17:00 Uhr,Museum Segeberger Bürgerhaus,Bad Segeberg
1575,"Nationalpark & Wattenmeer, Wattwanderung, Wattwanderungen",WATT-SAFARI - HUSUMER BUCHT,10.10.2024,12:00 - 14:00 Uhr,Badestelle Lundenbergsand / Simonsberg,Simonsberg
1576,Sonstiges,"GROẞE HAFENRUNDFAHRT UND NATURSCHUTZGEBIETE | 12.30, 14.00 UND 15.30 UHR",10.10.2024,12:30 - 16:30 Uhr,ab / an: Überseebrücke 2,Travemünde
1577,Sonstiges,BESICHTIGUNG ÄLTESTER LEUCHTTURM DEUTSCHLANDS,10.10.2024,13:00 - 16:00 Uhr,Alter Leuchtturm Travemünde,Travemünde
1578,sonstige Religion,ENTSPANNUNG UND BEWEGUNG,10.10.2024,13:00 - 14:00 Uhr,Ev.-Luth. Bugenhagen-Kirche Neumünster (Gemeindehaus),Neumünster
1579,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFöHRFAHRTEN MIT DEM BUS – DE ORIGINALE FöHRTOUR,10.10.2024,13:00 Uhr,"Busfahrten Korf, Reedereigebäude, Hafen",Wyk
1580,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFöHRFAHRTEN MIT TRECKER UND PLANWAGEN: DE URIGE FöHRTOUR,10.10.2024,13:00 Uhr,"Busfahrten Korf, Reedereigebäude, Hafen",Wyk
1581,Familie & Kinder,KREATIV STUDIO - ARMBäNDER KNOTEN,10.10.2024,13:00 - 16:00 Uhr,Abenteuerinsel,Burgtiefe / Südstrand
1582,Rundfahrten,MS HANSE | TRAVEFAHRT VON LüBECK NACH TRAVEMüNDE,10.10.2024,13:00 Uhr,Anleger Hansekai,Lübeck
1583,N/A,N/A,N/A,N/A,N/A,N/A
1584,Sonstiges,MS HANSE | TRAVEFAHRT VON LüBECK NACH TRAVEMüNDE,10.10.2024,13:00 - 14:30 Uhr,"Hansekai | Anleger MS Hanse, MS Hansa, MS Hermes",Lübeck
1585,sonstige Ausflüge & Führungen,REGIONALAUSSTELLUNG MUS PLöN,10.10.2024,13:00 - 14:00 Uhr,Regionalausstellung Marineunteroffiziersschule Plön,Plön
1586,"Ausflüge, Natur","SEETIERFANG – SEEHUNDSBäNKE MIT MS ""RUNGHOLT""",10.10.2024,13:15 - 16:15 Uhr,"MS ""Rungholt"", Binnenhafen",Wyk
1587,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFAHRT MIT DEM FRIESENEXPRESS FöHR,10.10.2024,13:30 Uhr,"Fähranleger 3, Hafen",Wyk
1588,"Familie & Kinder, Malen & Basteln",SCHLüSSELANHäNGER KNüPFEN,10.10.2024,13:30 - 15:00 Uhr,Watt´n Hus - Freizeit- und Informationszentrum,Büsum
1589,Sonstiges,STADTFüHRUNG: GäNGE UND HöFE IM DOMVIERTEL,10.10.2024,13:30 - 15:00 Uhr,"Buddenbrooks am Markt, Markt 15",Lübeck
1590,sonstige Ausflüge & Führungen,STADTFüHRUNG: GäNGE UND HöFE IM DOMVIERTEL,10.10.2024,13:30 Uhr,Treffpunkt: Buddenbrook Shop,Lübeck
1591,"Ausflüge, Natur",SEETIERFANG & FAHRT IM LEBENSRAUM DER SEEHUNDE,10.10.2024,13:40 Uhr,"""MS Adler Rüm Hart"", Anleger Hafen",Wyk
1592,sonstige Seminare & Kurse,"""GESCHICHTE DER HERINGSLOGGEREI""",10.10.2024,14:00 - 17:00 Uhr,Detlefsen-Museum,Glückstadt
1593,(Stadt)führungen,ALTSTADTFüHRUNG MIT KLAUS NEHRING,10.10.2024,14:00 - 16:00 Uhr,Tourismus-Service Heiligenhafen,Heiligenhafen
1594,N/A,N/A,N/A,N/A,N/A,N/A
1595,sonstige Kunst & Kultur,"AUSSTELLUNG ""BLICKFANG""",10.10.2024,14:00 - 16:00 Uhr,Rathaus,Heiligenhafen
1596,Bernsteinschleifen,BERNSTEINSCHLEIFKURS,10.10.2024,14:00 - 16:00 Uhr,"Stadt Fehmarn, Umweltrat Bernsteinschleifen",Burg
1597,sonstige Seminare & Kurse,CATCH DIE VIBE - MALEREI VON ZOë MACTAGGART,10.10.2024,14:00 - 18:00 Uhr,Galerie Atelier III,Barmstedt
1598,"Ausstellung, Familie & Kinder, Familie / Kinder, Indoor, Malen & Basteln",ESCAPE GAME IN DER ARCHE WATTENMEER,10.10.2024,14:00 - 15:00 Uhr,Arche Wattenmeer,Hörnum
1599,sonstige Seminare & Kurse,"FOTOAUSSTELLUNG ""STRUKTUREN""",10.10.2024,14:00 - 17:00 Uhr,Rathaus Bad Segeberg,Bad Segeberg
1600,sonstige Seminare & Kurse,FRIEDEL ANDERSON. BIS JETZT,10.10.2024,14:00 - 17:00 Uhr,Wenzel-Hablik-Museum,Itzehoe
1601,Familie & Kinder,GESTALTET EURE EIGENE SEIFE,10.10.2024,14:00 Uhr,Strandhaus,Grömitz
1602,Sonstiges,HöFE UND GäNGE TOUR: VERSTECKTE WINKEL DER ALTSTADT,10.10.2024,14:00 - 15:30 Uhr,"vor dem Burgtor auf der Stadtaußenseite (Burgtorbrücke 2, 23552 Lübeck)",Lübeck
1603,sonstige Seminare & Kurse,KOHLOSSEUM: VORFüHRUNG IN DER KRAUTWERKSTATT,10.10.2024,14:00 Uhr,KOHLosseum,Wesselburen
1604,Rundfahrten,KRAUTSAND,10.10.2024,14:00 - 16:30 Uhr,Anleger Außenhafen Glückstadt,Glückstadt
1605,N/A,N/A,N/A,N/A,N/A,N/A
1606,"(Stadt)führungen, sonstige Ausflüge & Führungen",OFFENE SCHLEUSENFüHRUNG,10.10.2024,14:00 - 15:30 Uhr,"Schleusen, Brunsbüttel",Brunsbüttel
1607,sonstige Ausflüge & Führungen,OFFENE SCHLEUSENFüHRUNG,10.10.2024,14:00 - 15:30 Uhr,Gustav-Meyer-Platz Brunsbüttel,Brunsbüttel
1608,"Familie / Kinder, Führung, Outdoor, Schiffstour",SEETIERFANGFAHRT ZU DEN SEEHUNDSBäNKEN AB HAFEN HöRNUM,10.10.2024,14:00 - 15:30 Uhr,"Hafenstraße, 25997 Hörnum",Hörnum / Sylt
1609,sonstige Ausflüge & Führungen,"FAHRRAD-TOUR ""GROẞENBRODE RUNDUM""",10.10.2024,14:15 Uhr,MeerHuus,Großenbrode
1610,"Bootstouren, Familie, Natur, Schiffsausflüge",FAHRT ZUM SCHIFFSHEBEWERK SCHARNEBECK INKL. 2-MALIGER DURCHFAHRT AB LAUENBURG MIT DER LüNEBURGER HEIDE,10.10.2024,14:15 - 17:45 Uhr,Ruferanleger,Lauenburg / Elbe
1611,sonstige Seminare & Kurse,"AUSSTELLUNG ""ALLTAGSGEDANKENREISEGEPäCK""",10.10.2024,15:00 - 17:30 Uhr,Kulturhaus Alte Apotheke,Schönberg
1612,Sonstiges,BüCHERSTUBE IM GESELLSCHAFTSHAUS,10.10.2024,15:00 - 17:00 Uhr,Gesellschaftshaus Travemünde,Travemünde
1613,sonstige Sportveranstaltungen,ENTSPANNUNGS-WORKSHOP FüR KREBSPATIENT*INNEN,10.10.2024,15:00 - 16:30 Uhr,Technik- und Ökologiezentrum,Eckernförde
1614,"FÖHRgreen Erlebnis, Führung, Natur",FüHRUNG AM STORCHENPARK,10.10.2024,15:00 Uhr,Parkeingang,Wyk
1615,sonstige Ausflüge & Führungen,"FüHRUNG DURCH DAS ""JUNGSTEINZEITLICHE"" DORF",10.10.2024,15:00 - 23:59 Uhr,Treffpunkt: Parkplatz Steinzeitpark Dithmarschen,Albersdorf
1616,N/A,N/A,N/A,N/A,N/A,N/A
1617,sonstige Religion,GESPRäCHSKREIS ZUR VORBEREITUNG DER KRANKENHAUSGOTTESDIENSTE,10.10.2024,15:00 - 16:30 Uhr,Gemeinschaftshaus Neritz,Neritz
1618,sonstige Religion,GESPRäCHSKREIS ZUR VORBEREITUNG DER KRANKENHAUSGOTTESDIENSTE,10.10.2024,15:00 - 16:00 Uhr,Asklepios Klinik Bad Oldesloe,Bad Oldesloe
1619,"sonstige Ausflüge & Führungen, sonstige Kunst & Kultur","HEIDE STADTFüHRUNG ""MARKTSTADT IM NORDSEEWIND""",10.10.2024,15:00 - 17:00 Uhr,Innenstadt Heide,Heide
1620,Kinder,HERBSTLICHE DEKORATION BASTELN UND GESTALTEN,10.10.2024,15:00 Uhr,"""Drachenburg"" im Haus des Gastes",Nebel
1621,sonstige Kunst & Kultur,KINO IN KELLENHUSEN,10.10.2024,15:00 - 16:30 Uhr,Biomaris-Raum,Kellenhusen
1622,sonstige Religion,KIRCHENGEMEINDEKAFFEE,10.10.2024,15:00 - 17:00 Uhr,Gemeinschaftshaus Neritz,Neritz
1623,Familie & Kinder,KLEINKINDERSPIELZEIT 0 - 3 JAHRE,10.10.2024,15:00 - 16:00 Uhr,Strandhaus,Grömitz
1624,Sonstiges,KLöNSCHNACK,10.10.2024,15:00 - 16:00 Uhr,Kunsthalle St. Annen,Lübeck
1625,Segeln & Yachting,NIGHTSAILING MIT WATERSPORTSLüBECKERBUCHT | SEGELTöRN,10.10.2024,15:00 - 23:30 Uhr,ab / an: Fischereihafen Travemünde oder BÖBS-Werft,Travemünde
1626,sonstige Kunst & Kultur,PLATTDEUTSCH FüR JEDERMANN,10.10.2024,15:00 Uhr,Gemeindehaus Kellenhusen,Kellenhusen
1627,N/A,N/A,N/A,N/A,N/A,N/A
1628,Segeln & Yachting,SEGELTöRNS IN DIE LüBECKER BUCHT | NACHMITTAGS,10.10.2024,15:00 - 18:00 Uhr,ab / an: Fischereihafen Travemünde oder BÖBS-Werft,Travemünde
1629,Familie & Kinder,SOFT-KINDERBOGENSCHIEẞEN,10.10.2024,15:00 Uhr,Hinter dem Strandhaus,Grömitz
1630,"Kirche, Sonstiges",SPIELENACHMITTAG,10.10.2024,15:00 Uhr,St. Clemens-Hüs,Nebel
1631,"Familie & Kinder, Highlights, Kinder, Kreativ",VOGEL- IMBISS BASTELN MIT MAIKEMOIN,10.10.2024,15:00 - 16:30 Uhr,"Veranstaltungszentrum, Kleine Werkstatt, 1. Stock",Wyk
1632,Familie & Kinder,VOGELHAUS-BASTELEI,10.10.2024,15:00 - 17:00 Uhr,KinderInsel bei der Seebrücke,Großenbrode
1633,"Führung, Indoor, Vortrag",VORTRAG: DIE PFLANZENWELT AM WATTENMEER,10.10.2024,15:00 - 17:00 Uhr,"Nationalpark-Seminarhaus Langeneß, Peterswarf 2, 25863 Hallig Langeneß",Hallig Langeneß
1634,"Führung, Natur, Sport, Spiel und Wellness",AHOI – EIN SPAZIERGANG AM MEER,10.10.2024,15:30 Uhr,"Gezeitenbrunnen, Mittelbrücke",Wyk
1635,"Führung, Natur, Sport, Spiel und Wellness",AHOI – EIN SPAZIERGANG AM MEER,10.10.2024,15:30 Uhr,"Gezeitenbrunnen, Mittelbrücke",Wyk
1636,"binnen (indoor), Diverses, Familie, Familie & Kinder, Ferienveranstaltungen, Kinder, Kreativ, Sonstiges",BASTELNACHMITTAG FüR KINDER,10.10.2024,15:30 - 17:00 Uhr,Nordstrand Tourismus,Nordstrand
1637,Natur,"FüHRUNG IM ROBBENZENTRUM – ""IMMER WIEDER ROBBEN...""",10.10.2024,15:30 Uhr,Robbenzentrum,Wyk
1638,N/A,N/A,N/A,N/A,N/A,N/A
1639,sonstige Konzerte,KINDERCHOR ECKERNFöRDE,10.10.2024,15:30 - 16:30 Uhr,Aula Gudewerdt Gemeinschaftsschule,Eckernförde
1640,Mode & Schmuck,CHARAKTERPERLE SCHMUCK-WORKSHOP: FüR DIE FRAU MIT KLASSE,10.10.2024,16:00 - 18:00 Uhr,charakterperle,Haffkrug
1641,Film / Theater,DER TEUFEL MIT DEN DREI GOLDENEN HAAREN,10.10.2024,16:00 - 17:45 Uhr,KOLK 17 Figurentheater & Museum zu Gast im Europäischen Hansemuseum,Lübeck
1642,sonstige Seminare & Kurse,"FRIEDEL ANDERSON ""BIS JETZT"" - MALEREI 1984 - 2024",10.10.2024,16:00 - 21:00 Uhr,Detlefsen-Museum,Glückstadt
1643,"Familie & Kinder, Führung, Kinder, Natur",IGELFüHRUNGEN IN DER IGELSTATION,10.10.2024,16:00 Uhr,"Igelstation, Kleingartenanlage ""Zur Freizeit"", Parzelle 8, Schifferstraße",Wyk
1644,sonstige Religion,KONFIRMANDENUNTERRICHT HDB,10.10.2024,16:00 - 17:00 Uhr,Haus der Begegnung Bad Oldesloe,Bad Oldesloe
1645,Familie & Kinder,MAL- UND SPIELSPAẞ FüR KINDER,10.10.2024,16:00 - 17:00 Uhr,Strandhaus,Grömitz
1646,Familie & Kinder,"NATUR DETEKTIVE ,,DER NATUR AUF DER SPUR''",10.10.2024,16:00 - 18:00 Uhr,Käpt´n Kelli Club,Kellenhusen
1647,Sonstiges,WERKSTATT GEGEN LEERE IN DER NIX APOTHEKE,10.10.2024,16:00 - 18:00 Uhr,Arbeitsgemeinschaft Kulturtreibhaus,Lübeck
1648,Kinder,"""TRAUMSTUNDE""",10.10.2024,16:30 Uhr,"""Drachenburg"" im Haus des Gastes",Nebel
1649,N/A,N/A,N/A,N/A,N/A,N/A
1650,"Familie, Herbst, Kinder, OstseeCard",KäPT'N KüMMEL,10.10.2024,16:30 - 17:30 Uhr,Veranstaltungssaal Pelzerhaken,Pelzerhaken
1651,Lesungen & Vorträge,LESEZEIT FüR KINDER - STADTBüCHEREI WESSELBUREN,10.10.2024,16:30 - 17:30 Uhr,Stadtbücherei Wesselburen,Wesselburen
1652,"sonstige Konzerte, Volksfeste",STEINBURGER ABENDMARKT,10.10.2024,16:30 - 21:00 Uhr,Kirchenstraße Itzehoe,Itzehoe
1653,sonstige Religion,BAND,10.10.2024,17:00 - 19:00 Uhr,Ev.-Luth. Bugenhagen-Kirche Neumünster (Gemeindehaus),Neumünster
1654,sonstige Ausflüge & Führungen,FEIERABEND KULTURSNACK,10.10.2024,17:00 - 19:00 Uhr,Wenzel-Hablik-Museum,Itzehoe
1655,sonstige Kunst & Kultur,FEIERABENDSINGEN,10.10.2024,17:00 Uhr,Kulturzentrum BiMini,Hamburg
1656,sonstige Kunst & Kultur,KINO IN KELLENHUSEN,10.10.2024,17:00 - 19:00 Uhr,Biomaris-Raum,Kellenhusen
1657,sonstige Religion,KONFER,10.10.2024,17:00 - 19:00 Uhr,Ev.-Luth. Bugenhagen-Kirche Neumünster (Gemeindehaus),Neumünster
1658,Sonstiges,LEBENSBAUM-INTERKULTURELLES THEATER-PROJEKT FüR FRAUEN,10.10.2024,17:00 - 20:00 Uhr,Aranat e.V. Frauenkommunikationszentrum,Lübeck
1659,sonstige Ausflüge & Führungen,MS HANSA | TRAVEFAHRT VON TRAVEMüNDE NACH LüBECK,10.10.2024,17:00 Uhr,Anleger Kaiserbrücke Travemünde,Travemünde
1660,N/A,N/A,N/A,N/A,N/A,N/A
1661,Rundfahrten,MS HANSE | TRAVEFAHRT VON LüBECK NACH TRAVEMüNDE,10.10.2024,17:00 Uhr,Anleger Hansekai,Lübeck
1662,sonstige Konzerte,MUSIZIERSTUNDE POSAUNE,10.10.2024,17:00 Uhr,Musikhochschule Lübeck,Lübeck
